company_id,type,rule_id,text,confidence_pct
COMP09,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP09,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP09,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP09,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP10,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP10,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP10,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP10,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP10,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP10,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP10,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP11,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP11,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP11,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP11,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP12,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP12,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP12,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP13,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP13,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP13,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP13,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP14,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP14,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP14,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP14,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP14,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP14,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP15,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP15,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP15,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP15,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP15,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP15,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP15,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP16,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP16,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP16,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP16,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP17,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP17,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP17,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP17,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP18,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP18,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP18,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP19,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP19,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP19,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP19,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP19,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP19,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP20,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP20,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP20,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP20,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP20,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP20,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP20,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP21,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP21,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP21,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP21,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP22,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP22,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP22,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP22,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP23,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP23,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP23,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP23,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP23,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP24,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP24,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP24,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP24,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP24,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP25,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP25,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP25,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP25,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP25,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP25,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP26,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP26,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP26,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP26,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP27,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP27,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP27,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP27,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP28,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP28,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP28,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP28,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP29,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP29,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP29,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP29,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP29,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP29,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP30,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP30,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP30,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP30,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP30,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP30,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP30,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP31,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP31,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP31,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP31,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP32,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP32,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP32,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP33,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP33,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP33,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP33,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP34,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP34,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP34,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP34,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP34,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP34,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP35,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP35,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP35,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP35,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP35,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP35,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP35,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP36,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP36,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP36,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP36,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP37,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP37,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP37,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP37,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP38,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP38,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP38,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP39,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP39,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP39,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP39,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP39,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP39,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP40,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP40,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP40,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP40,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP40,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP40,pro,PRO_RULE_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
COMP40,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP40,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP41,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP41,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP41,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP41,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP42,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP42,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP42,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP43,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP43,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP43,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP43,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP44,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP44,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP44,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP44,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP44,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP44,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP45,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP45,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP45,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP45,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP45,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP45,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP45,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP46,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP46,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP46,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP46,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP47,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP47,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP47,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP47,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP48,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP48,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP48,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP49,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP49,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP49,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP49,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP49,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP50,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP50,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP50,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP50,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP50,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP50,pro,PRO_RULE_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
COMP50,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP50,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP51,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP51,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP51,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP51,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP52,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP52,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP52,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP52,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP53,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP53,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP53,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP53,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP53,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP54,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP54,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP54,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP54,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP54,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP55,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP55,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP55,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP55,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP55,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP55,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP56,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP56,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP56,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP56,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP57,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP57,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP57,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP57,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP58,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP58,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP58,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP58,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP59,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP59,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP59,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP59,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP59,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP59,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP60,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP60,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP60,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP60,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP60,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP60,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP60,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP61,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP61,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP61,pro,PRO_RULE_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
